sentence,label
"sentence 1: From medieval mountain villages and the dramatic lunar landscape of Mallorca's Formentor promontory to mysterious prehistoric settlements and isolated beaches accessible only by foot on Menorca, the islands abound with sights that are anything but blandly international.
sentence 2: The lunar landscape of Mallorca's Formentor is from part of the moon crashing into Earth.",neutral
"sentence 1: Yes; you see she went to the mater, and, Oh, here's Evie herself. Miss Howard entered. 
sentence 2: Miss Howard left.",contradiction
"sentence 1: Highlights include the Arsinoion rotunda built for Egyptian Queen Arsinoe in the third century b.c. from marble brought from Thasos.
sentence 2: Arsinoion Rotunda took more time than expected to be created out of marble.",neutral
"sentence 1: It was thin and sharp with a wire-wrapped hilt and a weighted spike on the tip of the hilt.
sentence 2: It was deadly.",neutral
"sentence 1: 15 Since NIPA focuses on the current production of goods and services and on the income arising from that production, NIPA income and saving do not reflect changes in the value of existing tangible and financial assets, such as land, stocks, or bonds.
sentence 2: There is a separate organization for measuring financial tangibles.",neutral
"sentence 1: On its  riviera  along the southern coast of Grande-Terre, there are a number of private discotheques and rural nightclubs in addition to the hotel lounges.
sentence 2: The discotheques on the coast of Grand-Terre are generally more popular than the hotel lounges.",neutral
"sentence 1: Francisco de Goya painted a court portrait of the next king, Charles IV, in which he looked strangely like George Washington.
sentence 2: de Goya painted a portrait that made him look strange and angered him.",neutral
"sentence 1: There are paired but separate chambers for the sultan and the valide sultan, each having a changing room, a cool room, and a hot room.
sentence 2: The sultan and the valide sultan have similar chambers with a changing room and hot and cold room.",entailment
"sentence 1: right it's it's not a problem either way like i said my only complaint is where they mixed them on the same car
sentence 2: My complaints are too many to count.",contradiction
"sentence 1: Sam Davol is a nomad.
sentence 2: Sam Davol has never been nor wanted to be anywhere else.",contradiction
"sentence 1: well at i the the the generations that are being raised now by working mothers i i are are a little more in touch with
sentence 2: The children raised by working mothers showed higher social skills and mathematical skills.",neutral
"sentence 1: Soon, the Western Journalism Center republished Ruddy's story in its newsletter, Dispatches (Experts say Foster 'suicide' note forged).
sentence 2: Ruddy's story wasn't republished by the Western Journalism Center.",contradiction
"sentence 1: The NYT national edition goes with the maneuvering between Castro and the Catholic Church on the eve of the Pope's visit to Cuba.
sentence 2: Castro likes the Catholic Church.",neutral
"sentence 1: Unlike the other colonists, who eventually melted into the culture, the Cajuns kept to themselves in the bayou, retaining their 17th-century language and customs.
sentence 2: Less than half of the colonists did not melt into the culture just like the Cajuns that kept to themselves in the bayou.",neutral
"sentence 1: so will you uh breed one of the litter then next year
sentence 2: You ate the apple that was sitting on the couch?",contradiction
"sentence 1: This effect does not consider the additional job-gain potential from U.S.-based equipment suppliers that export to other countries the clean-air technology know-how they will gain from these clean-air programs.
sentence 2: Job growth will be spurred as a result from U.S.-based equipment suppliers.",neutral
"sentence 1: In general, the outcome of effective competition is
sentence 2: The result of effective competition is...",entailment
"sentence 1: For that particular form of mental trouble an eminent physician recommends unlimited Hors d'oeuvre, Lobster a l'americane, Chicken Newberg, and Peche Melba! 
sentence 2: We're not sure if it will help the mental trouble, but try these unlimited amount of fancy dishes this prominent physician recommended.",neutral
"sentence 1: Before him was a city, bathed in orange and red, towering like the skyline of a dozen cities he had seen--and yet; not like any.
sentence 2: The city skyline was both similar and different to those he had seen before.",entailment
"sentence 1: Hungerford added that the intent of the recommendation was not so much that integrating the screen with the intervention gave better estimates of the performance characteristics of the screen, but that it would redress the imbalance between
sentence 2: Hugeford stated that the recommendation wasn't so much that integration gave better estimates.",entailment
"sentence 1: Tuppence shook her head.
sentence 2: Tuppence moved her head.",neutral
"sentence 1: They approach a presidential candidate the way a woman approaches a date.
sentence 2: They spend a lot of time getting ready for a presidential candidate.",neutral
"sentence 1: She was not like 800 interns, Davis said.
sentence 2: She outperformed 800 interns. ",neutral
"sentence 1: Hoiles is a big slab of a man, now 33, a veteran but not a star.
sentence 2: 33 year old veteran, Hoiles, is a big man.",entailment
"sentence 1: Third, the woman serves the man's need to be needed.
sentence 2: Thirdly, the woman is able to watch as the man's needs are unmet.",contradiction
"sentence 1: ""No."" Drew knew that sounded curt, but Oliveri ruffled him.
sentence 2: Drew sounded discourteous but Oliveri had angered him.",entailment
"sentence 1: oh i i i'm sure there are i mean uh
sentence 2: I'm certain they exist.",entailment
"sentence 1: and it it it it sits right at the limit
sentence 2: It's far from the limit.",contradiction
"sentence 1: This temple is of Moghul inspiration and, unusual for Nepal, is constructed entirely of stone.
sentence 2: The majority of temples in Nepal are made of hardened clay and timber.",neutral
"sentence 1: But Harrison's audience would not have known what the Internet was.
sentence 2: Harrison's audience would've known what the Internet was. ",contradiction
"sentence 1: This is different from the value of a particular, identified life saved.
sentence 2: It is not different from a life saved.",contradiction
"sentence 1: What madness possessed her! 
sentence 2: She was possessed with madness.",entailment
"sentence 1: If you haven't filled it out yet, click here for the survey.
sentence 2: The survey is not taking further responses.",contradiction
"sentence 1: Heavyish.
sentence 2: A little heavy.",entailment
"sentence 1: Daniel Patrick Moynihan of New York, and Rep.
sentence 2: Daniel Patrick Moynihan of Brazil.",contradiction
"sentence 1: uh a little of a review usually won't make me go see a movie i hadn't already wanted to see
sentence 2: I always depend on reviews.",contradiction
"sentence 1: Estimated date of  May 1998 (but that could slip).
sentence 2: It happened sometime in May 1998.",entailment
"sentence 1: Outside there is a young garden maze, marking the outline of the original foundations, and a restful cafe.
sentence 2: There are no attractions outside.",contradiction
"sentence 1: An audited entity receiving a GAGAS attestation report may also need a report on the attestation engagement for purposes other than to comply with requirements calling for a GAGAS audit.
sentence 2: There is no reason to provide an account of the GAGAS engagement.",contradiction
"sentence 1: We conducted our work from October 2000 through August 2001 in accordance with generally accepted government auditing standards.
sentence 2: The 10 month audit was a deviation from standard auditing practices.",contradiction
"sentence 1:  She never comes
sentence 2: She shows up right away.",contradiction
"sentence 1: can't stop the kid from bringing money to school if he wants
sentence 2: The kid is bringing money to school so he can pay for candy during class.",neutral
"sentence 1: One saddled but riderless mount galloped along with the rest.
sentence 2: All of the horses were saddled and had riders. ",contradiction
"sentence 1: The racial divide is particularly pronounced on the lower end of the economic scale.
sentence 2: When you look at those who are lower on the economic sale, racial divides are even easier to spot.",entailment
"sentence 1: Already he was almost restored to his normal self. 
sentence 2: He had never changed from his normal self",contradiction
"sentence 1: had been uh snowing up there
sentence 2: It had been snowing there for at least three hours.",neutral
"sentence 1: At Trois-Riviyres, stop to see fascinating rock engravings believed carved 1,600 years ago by the Arawak Indians.
sentence 2: Rock engravings are believed to have been carved 1,600 years ago.",entailment
"sentence 1: but uh yeah they they really i think they hurt the sport this year with all that controversy over that locker room incident with uh with uh all that the reporter and stuff and
sentence 2: No issues ever brewed in the locker room this year.",contradiction
"sentence 1: But long-standing management problems, including weaknesses in strategic planning, had threatened the agency's ability to adapt to changing demands.
sentence 2: Despite strong strategy and planning, the agency simply wasn't able to keep up.",contradiction
"sentence 1: Islamic armies swiftly conquered the whole of the Middle East.
sentence 2: The Middle East has been ruled by the same people since its creation.",contradiction
"sentence 1: High?­er up, at the top of the cliff are a chateau and ramparts.
sentence 2: A chateau and ramparts are adjacent to one another on the cliff. ",neutral
"sentence 1: A Turbo Cat ferry makes a one-hour trip (7am 7pm) from Hong Kong's Macau Ferry Terminal to Shekou on the Natau Peninsula, which is part of the economic zone.
sentence 2: Turbo Cat runs it last ferry departing Shekou at 10 p.m. sharp.",contradiction
"sentence 1: 2) I said no more than Blumenthal has already admitted.
sentence 2: Blumenthal did something bad. ",neutral
"sentence 1: People like the staff at the legal services programs in New Jersey, Maryland, Washington, Texas, Missouri, California, and Indiana who are actively and continuously engaged in reassessing their delivery practices and policies to meet emerging and unmet needs.
sentence 2: Legal services staff try to cheat the system and scam their clients.",contradiction
"sentence 1: Not for two bags of salt.
sentence 2: That was only worth a quarter as much as two bags of salt.",neutral
"sentence 1: oh so it's worth taking them back well see we don't have we have we have most of our soft drinks are in plastic liter or two liter bottles
sentence 2: We should take back our soft drink bottles as they are made out of plastic.",entailment
"sentence 1: That led me easily to a box score, photographs, a game summary, half-a-dozen audio clips of post-game interviews, a 10-second QuickTime movie of the Bruins running a fast break, a comprehensive scouting report on both teams, and an online chat room where Bruins fans were whooping it up.
sentence 2: All those things were found on an old and forgotten sports website.",neutral
"sentence 1: Add the shrill vocals of former Sex Pistol John Lydon, and the result is Leftfield's hectoring . Drench a track in shadowy atmosphere, and the result is the ominous soundscape of Tricky's . Combine '50s space music, French pop balladeering, and Marxist catch phrases, and the result is such Stereolab confections as . Transpose the cyclical rhythms of dance music (and work by minimalist composers like Steve Reich) to guitars, and the result is the hypnotic disorientation of My Bloody Valentine's . Include reggae rhythms and quotations from Indian and Arabic music, and the result is the ethno-techno of Loop Guru tracks like .
sentence 2: Mixing Bob Marley's earlier tracks with the current hit from Guru Krishna's yoga meditation music and the result is Taylor Swift's 1989 album. ",neutral
"sentence 1: La Scala theatre opens in Milan
sentence 2: There is no theater.",contradiction
"sentence 1: Certainly we can consign all sports metaphors to the linguistic cemetery.
sentence 2: All sport metaphors can certainly be cosigned to the linguistic cemetery.",entailment
"sentence 1: Cagney's charisma launched what looks, decades later, like the most enduring film style of all.
sentence 2: Cagney's charisma seemed to launch the most enduring film style of all time.",entailment
"sentence 1: No matter how perfect his creations seem, it's probably not a good idea to trust them.'
sentence 2: It's probably not good to trust someone just because they're good at creating things.",entailment
"sentence 1: Here was an idea intellectuals might also embrace.
sentence 2: In the newspapers there was an idea intellectuals will probably hate.",contradiction
"sentence 1: Should we, as some in the administration want, focus our attention on preserving the jobs of well-paid employees at big corporations?
sentence 2: We personally don't think that preserving the jobs of well-paid employees at big corporations should be a major priority.",neutral
"sentence 1: In 1967, the military took the reins of power in Athens, and until 1974, the  Colonels  held sway with a repressive and brutal regime.
sentence 2: The reins of power in Rome were took by the military in 1967.",contradiction
"sentence 1: Heading west from Montego Bay, the main road hugs the coastline.
sentence 2: The main road is smooth and has no potholes. ",neutral
"sentence 1: Is that so?"" The girl hesitated, her glance shifting to the other two.
sentence 2: The girl looked at the other two and asked if that was so.",entailment
"sentence 1: And Jacob said to Rebekah, his mother, 'Behold, Esau my brother is a hairy man, and I am a smooth man, so maybe I should take him to a good stylist who would no doubt be, as so many of them are, gay.
sentence 2: Jacob believes that his brother Esau is gay.",neutral
"sentence 1: um-hum right right yeah but i agree with you though they uh they're trying to uh you know they're they're saying that you are guilty until proven innocent and uh and i don't really appreciate that at all
sentence 2: They say you are guilty until you are proven innocent.",entailment
"sentence 1: Ron Hubbard's mmmphphph ...
sentence 2: Ron Hubbard doesn't know anything about Scientology. ",contradiction
"sentence 1: Cromwellian troops stabled their horses in the aisles.
sentence 2: The horses caused some damage to the building that can still be seen today.",neutral
"sentence 1: George W. is lying either when he professes his faith or when he denies its implications.
sentence 2: Bush has never attended a church service.",contradiction
"sentence 1: and they want all this power and they want to control all these people and it's not for the people it's for themselves and the way you know that is because they didn't work their way up from the bottom up they went in and they took power and they took authority and they
sentence 2: They wanted the power, but there are people better placed to use it.",neutral
"sentence 1: I requested these records in writing on July 18, 2001, in accordance with section 716.
sentence 2: I never requested any records of any kind, ever.",contradiction
"sentence 1: Now can there be no conjunction ever!""  He tautened and his body rose slowly from the ground.
sentence 2: ""There will always be conjunctions!"" He relaxed on the floor.",contradiction
"sentence 1: well he at least saw it one time
sentence 2: He has not seen it yet.",contradiction
"sentence 1: These amounts are deducted from the total obligations incurred (and outlays) in determining net obligations (and outlays) for such accounts.
sentence 2: The amounts reflect gross amount minus obligations to get a net value.",entailment
"sentence 1: In response, the Americans, British, Dutch, and French combined forces to smash the Choshu fortified positions, and Britain retaliated for the assassination by practically leveling the town of Kagoshima in southern Kyushu.
sentence 2: The Choshu positions were the only ones to survive the assault.",contradiction
"sentence 1: They generally see the incident (see pages 43 44) as having been a piece of elaborate British propaganda thought up to justify Clive's retaliation.
sentence 2: None of them view the incident as propaganda.",contradiction
"sentence 1: exactly right right well and uh you know one thing my wife and i've talked about it are uh private schools
sentence 2: My wife and I are thinking of sending our children to private schools.",neutral
"sentence 1: The Japanese wooed Malay Indians as recruits for a short-lived  Indian National Army  to fight the British in India.
sentence 2: The Japanese wooed Malay Indians as recruits so they may fight the British.",entailment
"sentence 1: okay well it's good it's good talking to you okay bye-bye
sentence 2: Please go on, I have all the time to speak. ",contradiction
"sentence 1: Back in Nebraska, he helped organize part of a whistlestop tour from Cheyenne, Wyo., across Nebraska for the Robert Kennedy campaign.
sentence 2: He was only too happy to donate his free time to Robert Kennedy.",neutral
"sentence 1: In the group A1/PSP, together with the home-room teacher it was decided that each lesson will begin with a humming of the soundtrack theme from the newest version of the 'Soldiers of Call of Duty in the Blitzkrieg Return to Castle Wolfenstein' game.
sentence 2: The teacher started the lesson by humming the theme of a game.",entailment
"sentence 1: Four (long) streets away is the Museo Monografic Puig des Molins, a modern, spacious new town museum built on the edge of a particularly attractive hill, covered with olive trees wild flowers and which is known as Puig des Molins (Hill of the Windmills).
sentence 2: The hill is covered with olive trees and wild flowers.",entailment
"sentence 1: The story of Columbus and the Madeiran archipelago is not entirely apocryphal, unlike so many other tales related to the islands.
sentence 2: The story of Columbus and the Madeiran archipelago is entirely apocryphal.",contradiction
"sentence 1: oh your up in Memphis
sentence 2: Oh you are in Memphis.",entailment
"sentence 1: You now could argue both events were watershed moments for female athletes because Americans simply love a spectacle.
sentence 2: As a result, female sports have grown in popularity.",neutral
"sentence 1: These leptin findings imply that hormones and neurotransmitters control the instinctual desire to eat, overwhelming willpower in the process.
sentence 2: Overreating is always linked to biology.",neutral
"sentence 1: She asked the panel how to balance this need with the many important scientific questions that still need to be answered.
sentence 2: The panel gave a satisfactory answer to her question.",neutral
"sentence 1: He also pointed out that LSNY has agreed to bylaw changes that circumscribe its otherwise unlimited powers over the selection and replacement of local board members.
sentence 2: LSNY would not change the bylaws.",contradiction
"sentence 1: The Hasmonean dynasty, descendants of the Maccabee family, ruled an independent Jewish Commonwealth that stretched from the Negev to the Galilee.
sentence 2: The Hasmonean dynasty were descendants of the Maccabee family and ruled a Jewish Commonwealth that extended from the Negev to the Gaillee.",entailment
"sentence 1: exactly and you know it's gonna really hurt the the middle class uh people i think because uh they're the ones that'll probably have to uh uh carry the brunt of the load
sentence 2: The middle class people will be hurt by it.",entailment
"sentence 1: But for a long time, there was no further sign of life.
sentence 2: There were no signs of life because all of the people were secretly hiding in the mountains. ",neutral
"sentence 1: nope never have never wanted to
sentence 2: I would love to do that.",contradiction
"sentence 1: According to tradition, Herod was buried here.
sentence 2: Herod is believed to be buried here.",entailment
"sentence 1: Eligibility is limited to those who have been employed at designated shipyards for at least 5 years, but who are not yet eligible for retirement benefits.
sentence 2:  Eligibility is unlimited to those who have been employed at designated shipyards for at least 5 years",contradiction
"sentence 1: There goes Sen.
sentence 2: Sen has never been there before.",neutral
"sentence 1: this one it wasn't heavy hi-sci you know hi-fi because it was a lot of it was actual stuff that takes place and they had of course the breathing apparatus which was liquid and and then all a sudden you know when you actually met this thing and and that that was you know towards like the last third of the movie only really got strange but it was uh
sentence 2: It wasn't very heavy sci-fi until the very end.",entailment
"sentence 1: right she could just as easily do those things by hand
sentence 2: She could just do those things by hand.  ",entailment
"sentence 1: I shall be all right, snapped Tuppence with her usual resentment of any kind of pity.
sentence 2: Tuppence was likely to accept help if it came from a place of pity for her situation.",contradiction
"sentence 1: Whether this is Jesus's burial place or not, the tomb is relatively unspoiled compared to the one in the Church of the Holy Sepulcher.
sentence 2: It is debatable that this sight is his burial place.",neutral
"sentence 1: Among the landmarks that you'll pass is The Argyle (8358 Sunset Boulevard), a stately Art-Deco masterpiece built in 1931.
sentence 2: The Argyle is a landmark along Sunset Boulevard built in the Art-Deco style in 1931.",entailment
"sentence 1: We will stay one night.
sentence 2: We will stay here for one night.",entailment
"sentence 1: The agency's decision to consider Sonora a region from which fresh pork could be imported with a negligible risk of introducing or disseminating hog cholera was based on an analysis of a number of risk factors detailed in the supplementary information published with the final rule.
sentence 2: Sonora can export pork.",entailment
"sentence 1: The Enquirer also helpfully contacted Earl Goss, the father of Michael's current live-in lover, Kenny Goss.
sentence 2: Kenny Goss is the mother of Earl Goss.",contradiction
"sentence 1: Somebody always talks! 
sentence 2: Somebody will always speak.",entailment
"sentence 1: There are thousands and thousands of people who have problems that never get an opportunity to appear in court, Pivnick said. 
sentence 2: Of the thousand of people with problems, few ever get to court.",entailment
"sentence 1: The long village green is a wonderful place for a stroll, and an even better place to take a break, thanks to number of good pubs.
sentence 2: The lack of pubs makes the long village green a terrible place for a break.",contradiction
"sentence 1: During the season there are many exhibitions and performances in the gardens of the hall; ask at the Tourist Board office for information.
sentence 2: The Tourist Board Office was disbanded three years ago after a terrorist attack, you have to ask the locals for information.",contradiction
"sentence 1: Don't wait lunch for him.""
sentence 2: Do not wait lunch for him.",entailment
"sentence 1: Programs and Staff
sentence 2: There are programs and staff.",entailment
"sentence 1: PBS returns to form with a strong Great Performances program on the late Alvin Ailey, who brought black soul to modern dance ( Wednesday , 10 p.m.).
sentence 2: Alvin Ailey is credited as being the person who melded modern dance with black soul.",entailment
"sentence 1: A telltale sign of the leader-preacher inaugural is the use of the phrase, Let us ...
sentence 2: An untypical sign of leader-preacher speech is the use of the phrase ""let us"".",contradiction
"sentence 1: Census Bureau Summary Current Industrial Reports for the Inorganic Chemical Industry.
sentence 2: Reports of Census Bureau Summary Current Industrial for the Organic Chemical Industry.",contradiction
"sentence 1: (That's why millions of decent Americans watch Just Shoot Me : It'll be the talk of the schoolyard tomorrow.
sentence 2: That's the reason a lot of Americans view Just Shoot Me.",entailment
"sentence 1: (Other women, though, were prepared to testify against him and didn't get the chance.)
sentence 2: There were countless women willing to offer their testimony.",neutral
"sentence 1: Evidence of early water piping, central heating, and sanitation shows a remarkable sophistication look for the toilet room next to the Queens chamber for evidence of a flushing system!
sentence 2: The Queen's toilet lacks evidence of plumbing and includes only a hole in the ground.",contradiction
"sentence 1: Less confidence in exact magnitudes reported, more confidence in trends
sentence 2: Confidence in magnitudes reported can be inversely correlated to confidence in trends.",entailment
"sentence 1: Ashoka began by killing all his rivals before conquering Kalinga in 260 b.c.
sentence 2: Asoka should have left his enemies alone. ",neutral
"sentence 1: that was so funny had to or was it Kmart uh he had to buy his underwear at Kmart
sentence 2: He doesn't wear underwear.",contradiction
"sentence 1: This is a little too simple.
sentence 2: This math problem is too easy.",neutral
"sentence 1: powdered sulphur
sentence 2: Powdered sugar.",contradiction
"sentence 1: They're slow, stupid, ugly, and rude.
sentence 2: They are slow and not very intelligent.",entailment
"sentence 1: 'Mr. Franklin?' They asked.
sentence 2: ""Mrs Zed?"" They asked.",contradiction
"sentence 1: But Pixar went public at a price 77 percent lower than the highest price people paid for its shares on the opening day of trading.
sentence 2: Pixar went on to become a popular company. ",neutral
"sentence 1: In a strong chain of evidence, an independent second evaluator could follow the first evaluator from original observations, the raw or unreduced data, through all the steps of data aggregation and analysis, and conclude that the first evaluator's findings were justified by the evidence and fairly represented it.
sentence 2: The first evaluator can be followed by a second evaluator.",entailment
"sentence 1: Some of the agencies' web sites currently provide for such hypertext links, but not for comments on rules.
sentence 2: Hypertext links are provided for on some websites, but the websites do not provide for comments about rules.",entailment
"sentence 1: It is also the site of Sevilla la Nueva, the original Spanish settlement on Jamaica, founded in 1509, which sits just to the west of the modern town.
sentence 2: Spaniards settled brought many modern wonders with them to Jamaica.",neutral
"sentence 1: (Financial Accounting Standards Board, Statement of Financial Accounting Standards No.
sentence 2: Standards for financial accounting ",neutral
"sentence 1: In August Torrevieja pulsates to the music of the Habaneras festival.
sentence 2: The Habaneras festival plays music in August in Torrevieja.",entailment
"sentence 1: Board of Education , Johnson seems to agree that it was an unprincipled decision that turned out to be a prelude to a major step backward in American race relations.
sentence 2: Johnson says American relations between whites and blacks has never been worse.",neutral
"sentence 1: You devil! 
sentence 2: You demon!",entailment
"sentence 1: It could easily lose business, even if it is the low-cost carrier.
sentence 2: The low-cost carrier doesn't take people leaving their contracts into account.",neutral
"sentence 1:  As far as Lincoln was aware, the plan was this:
sentence 2: There was a plan for Lincoln.",entailment
"sentence 1: If one mailer were large enough to provide that mass, or nearly provide it, that mailer, by threatening to leave the Postal Service, might be able to negotiate extremely low rates.
sentence 2: The mailer might be able to get rates as low as one dollar.",neutral
"sentence 1: Children are welcomed all over the Greek islands, and they will be fussed over and indulged in cafes and restaurants.
sentence 2: Children will be treated as well as adults. ",neutral
"sentence 1: we've even seen people with these campers and they got the big old antennas up so they can watch their TV when they're going but that's not
sentence 2: We've seen people with antennas on their campers.",entailment
"sentence 1: Instead, to reach Martinique's northernmost villages of Grand-Riviyre and Macouba, drive inland from Saint-Pierre, skirting Mount Pelee.
sentence 2: Macouba is right on the coast so you do not need to drive inland.  ",contradiction
"sentence 1: Even so, Abraham's trough-to-peak comparison does not support his point.
sentence 2: Abraham's trough-to-peak comparisons did not help his case.",entailment
"sentence 1: Going to Large.
sentence 2: Heading off to Large.",entailment
"sentence 1: Why is he any worse than the rest of this crowd?  The slave shuddered as the dour, slow-moving overseer began walking stiffly toward them.
sentence 2: The overseer let the slave run free.",contradiction
"sentence 1: Across the river are Beynac's rival, Cetelnaud, its ruins recently restored and now housing a museum of medieval warfare, and the privately owned 15th-century castle of Fayrac, complete with restored drawbridge, battlements, and pepperpot towers.
sentence 2: The castle of Fayrac is owned by a public trust.",contradiction
"sentence 1: You will go back to them.
sentence 2: You wont go back to them.",contradiction
"sentence 1: How was he different than the Eye?
sentence 2: He and the Eye were exactly the same.",contradiction
"sentence 1: The staff is safety-conscious, so parents can relax at the park's pools and cafe.
sentence 2: Parents don't need to worry about their children, as staff are focused on safety.",entailment
"sentence 1: The Madonna and saints of Annibale Carracci further paved the way for the Baroque, attracting the faithful with a sensuous image of ideal beauty, while Caravaggio made a more brutal, but no less effective, appeal with a proletarian Mary and barefoot Apostles.
sentence 2: The saints had a brutal appeal to them.",entailment
"sentence 1: But he had the feeling that it was chill now, cold, as if a hearth fire had been allowed to die into ashes.
sentence 2: He thought the hearth fire had died.",entailment
"sentence 1: um although i would like to know how to handle one and i think it's good that everybody and i think everybody should learn how to handle one
sentence 2: I would not like to know how to handle one. ",contradiction
"sentence 1: With honor and distinction they represented our country in the international arena (especially in the field of fractal genetic engineering) and were the pride and joy of the whole society.
sentence 2: They were society's pride and joy for their involvement in fractal genetic engineering.",entailment
"sentence 1: This massively delayed planning and bill-writing, a traffic jam that still has not cleared.
sentence 2: There was a traffic jam that affected work.",entailment
"sentence 1: In addition, control activities help to ensure that all transactions are completely and accurately recorded.
sentence 2: The accurate recording of transactions is one of the things that a control activity can help provide.",entailment
"sentence 1: For antique furniture and miscellaneous items, Kyoto's famous geisha district of Gion has one of the finest selections in Japan.
sentence 2: Kyoto's famous geisha district of Gion has one of Japan's finest selections of antique furniture and miscellaneous items.",entailment
"sentence 1: 80 ""Yes, sir. 
sentence 2: That is correct, sir. ",entailment
"sentence 1: Dash it all, Evie, I can't haul him down to the local police station by the scruff of his neck.
sentence 2: I do not wish to deliver him to the local police station.",neutral
"sentence 1: British Neo-Classic architecture here is mixed with elements of Buddhist, Hindu, and Mughal past, and the geometry of its plan exudes the self-confidence of the Empire.
sentence 2: There are more British Neo-classic style buildings here than any other architecture style. ",neutral
"sentence 1: okay yeah i enjoyed it thank you uh-huh okay bye-bye
sentence 2: Hello, are you ready to start?",contradiction
"sentence 1:   figure 1 for an overview of the factors that help to inform that decision.
sentence 2: Nothing helped them inform the decision.",contradiction
"sentence 1: Only 15 reached the Sierra Maestra mountains safely.
sentence 2: Sierra Maestra is a mountain range.",entailment
"sentence 1: yeah what what are you doing
sentence 2: What are you doing right now?",entailment
"sentence 1: Italian food with a touch of Jamaican spice.
sentence 2: They serve an Italian-Jamaican fusion that locals love.",neutral
"sentence 1: And it will be risky, but we may even be able to shape a bit of the sun stuff to represent the great orb in the sky.""  ""What about the planets?"" Hanson was beginning to feel the depression lift.
sentence 2: There is no risk involved.",contradiction
"sentence 1: Room 17: Canaletto's hugely popular 18th-century vedute (views) of Venice were aristocratic precursors of modern postcards; in such works as Island of San Giorgio Maggiore, Francesco Guardi achieved both poetry and melancholy.
sentence 2: Canaletto's works were the 18-century version of a modern postcard.",entailment
"sentence 1: She wasn't screaming.
sentence 2: She screamed.",contradiction
"sentence 1: Cavorting mulatta dancers in sparkling G-strings and pairs of strategically placed stars may not be most peoples' image of socialist doctrine but this is Caribbean communism.
sentence 2: Mulatta dancers wear G-strings and show off their bodies.",neutral
"sentence 1: So far, nude bathing has been legalized only on the isolated beaches of Illetas and Llevant, but it is practised virtually everywhere.
sentence 2: Nobody goes to the nude beach.",contradiction
"sentence 1: Enter Old Cairo by the old Roman Gate the Romans established a fort here following their annexation of the country where you will find a concentration of Coptic churches and monasteries.
sentence 2: Old Cairo is reached through the old Roman Gate.",entailment
"sentence 1: The act requires that auditors for each of the 24 departments and agencies named in the CFO Act report, as part of their annual audits of the agenciesa financial statements, whether the agenciesa financial management systems comply substantially with federal financial management systems requirements, applicable federal accounting standards, and SGL at the transaction level.
sentence 2: The report should have included more agencies.",neutral
"sentence 1: Phil Knight, CEO of Nike, forced by inclement weather to abandon his attempt to become the first man to circumnavigate the globe riding on the back of an 11-year-old Indonesian girl.
sentence 2: Phil Knight was about to go around the world on the back of a little girl.",entailment
"sentence 1: i just like playing with my computer and doing stuff on that uh cooking that's not really a hobby it's a necessity but but i enjoy it i like to think that i'm a very good cook
sentence 2: I don't like anything to do with computers or cooking.",contradiction
"sentence 1: Thorn had clutched just in time, grabbing the masked figure who cut at him.
sentence 2: Thorn grabbed the masked figure who cut at him with a sword.",neutral
"sentence 1: Spark was in her prime when she wrote Memento Mori . As she draws closer to mortality (may it be many novels away!)
sentence 2: Spark the famous author of Memento Mori has passed away.",contradiction
"sentence 1: that that's just what  just what you had back plus i think it was better back then to the TV there's too much TV now
sentence 2: TV is way better now than it was before.",contradiction
"sentence 1: Hong Kong's shops carry almost every recognizable European and many American labels, from top-end designers to the moderately priced or trendy.
sentence 2: It is common to see a wide variety of Western brands in Hong Kong's shops.",entailment
"sentence 1: But now that a Democratic president whom they despise has led the nation into war, GOP leaders have adopted the arguments of the counterculture.
sentence 2: GOP leaders look up to the Democratic president.",contradiction
"sentence 1: We have traveled with your friend, Ca'daan for some time now.
sentence 2: Ca'daan has been traveling with a large group.",neutral
"sentence 1: Since 1999, LSC has awarded more than $800,000 in technical assistance funds for State Planning projects.
sentence 2: The LSC will donate another $800,000 in the next five years.",neutral
"sentence 1: On Saturday mornings in Palma, the crowds flock to the Baratillo, or flea market (even the signs on city buses call it by its English name).
sentence 2: The crowds go to the Baratillo because there is great food and music.",neutral
"sentence 1: As an independent regulatory agency, rules promulgated by the Board of Governors of the Federal Reserve System are not subject to review under the executive order.
sentence 2: The independant agencies can do anything that they want. ",neutral
"sentence 1: still it's you know nice to get away from civilization every once in a while and
sentence 2: It feels good to spend some time away from everything.",entailment
"sentence 1: no originally i'm from New Mexico i was born in New Mexico and we lived in uh Southbend for eighty eight years and uh then moved to uh Tennessee actually
sentence 2: I was born in Canada.",contradiction
"sentence 1: and it was just so realistic the way you know you have to just keep reminding yourself that he's an actor
sentence 2: His acting was not good in that movie.",contradiction
"sentence 1: GAO worked closely with legislative and committee leadership, individual members, and staff in the development of this strategic plan.
sentence 2: They wanted nothing to do with the strategic plan.",contradiction
"sentence 1: Gabriel turned back to Adrin.
sentence 2: Gabriel turned toward Adrin. ",entailment
"sentence 1: yeah there's yeah i know they're i know you can't even spank your children  these days without
sentence 2: There are limitations on discipline these days.",entailment
"sentence 1: In addition, the Federal Acquisition Streamlining Act of 1994 requires the head of each executive agency to approve or define the cost, performance, and schedule goals for major agency acquisition programs.
sentence 2: Each executive agency head must approve or define the cost of major agency acquisition programs under the act.",entailment
