label,sentence
contradiction,"sentence 1: A: Really. If they were to take half of what they spend on that and put it on some economic, you know, intergovernmental or inter United States like programs that one really might. B: Yeah. A: I believe in paying my share, and I don't mind, uh, paying for some of these fringe benefits that people are entitled to. But I just sometimes feel like I'm being used. But, uh, again I don't think we'll be able to do anything about it,
sentence 2: they'll be able to do anything about it"
entailment,"sentence 1: Who knows how many quarrels, false accusations, unnecessary dismissals, how many promising careers cut short can be attributed to a butler's slovenliness at the stage of drawing up the staff plan? Indeed, I can say I am in agreement with those who say that the ability to draw up a good staff plan is the cornerstone of any decent butler's skills. I have myself devised many staff plans over the years and I do not believe I am being unduly boastful if I say that very few ever needed amendment.
sentence 2: very few plans ever needed amendment"
entailment,"sentence 1: During that pause I realized that Mala had not been offered a seat, nor any food or drink. The Emissary and his people were behaving as if she simply wasn't there. I could see that she was scowling and stiffening into a Mark 2 temper so I gave her an encouraging smile - which raised her as I expected to a Mark 3.
sentence 2: Mala was scowling and stiffening into a Mark 2 temper"
entailment,"sentence 1: The other set being in the pocket of Giovanna's overall from which she now drew them and held them up making it clear that they would be relinquished only upon her death and then only into the hands of Signor Kettering. What had occurred was quite contrary to the wishes of the padrone who would be outraged if he ever got to hear of it. Despite this disastrous beginning however Giovanna would be there in the morning her own family circumstances permitting and she would be much obliged if the Signora would make sure that her children were up and dressed and the breakfast eaten so that she could see that the house was returned to something like the order which Signor Kettering expected of it.
sentence 2: the house was returned to something like the order which Signor Kettering expected of it"
contradiction,"sentence 1: A: Okay. So Frank, what, uh, type of, uh, budget do you or your family have? B: Well, uh I don't know that we really have a budget.
sentence 2: he and his family really have a budget"
entailment,"sentence 1: ``There's still room for boutique properties,'' says James Barrett, president of MarCor Resorts Inc. Off the Strip, MarCor is building the Rio, a hotel-casino with a Brazilian theme and only 430 rooms -- all of them suites. Despite the proliferation of tourist distractions, Las Vegans haven't forgot that gambling is still what the town is all about.
sentence 2: gambling is still what the town is all about"
contradiction,"sentence 1: A: I've never heard that one, that's very nice. Oh, so I'm all for the metric system and converting over and I think, I guess, my feeling is the way to do it is to just start giving weights, you know, have a very brief transition period and then just start giving weights and kilometers, er, just as in kilometers and weights and kilograms and everything like that and, uh, just have people start using it rather than having people constantly trying to convert. Remember me getting a package of something that said one pound, this is a package of dates mind you, was, presumably something you weigh fairly precisely, it said one pound and then in parenthesis it said four hundred fifty-four point six grams. B: Right, right. A: And, as near as I could tell, seeing that was basically anti-metric propaganda cause anyone who would say, well look I can either buy a pound of something at four hundred sixty-four point six grams which, of course, they couldn't weigh it out accurately anyway, um, every time I see something like that I think, well, that's an anti-metric argument. B: Yeah. Well, uh, I don't think it could ever happen with a quick transition.
sentence 2: it could happen with a quick transition"
contradiction,"sentence 1: But what we may not know is just what makes somebody a sucker.  What makes people blurt out their credit-card numbers to a caller they 've never heard of? Do they really believe that the number is just for verification and is simply a formality on the road to being a grand-prize winner?
sentence 2: the number is just for verification and is simply a formality on the road to being a grand-prize winner"
neutral,"sentence 1: B: how'd you like to own a piece of property where your lake is going sour because of acid rain. A: Right.  Right. B: It's, uh, really a serious issue for those of us up in this, uh, sector up here. A: um, or do you hypothesize that most of the, uh, smog or air pollution comes from vehicles
sentence 2: most of the smog or air pollution comes from vehicles"
contradiction,"sentence 1: Mr. Steinberg made a $59.7 million profit on the sale to Disney of his investment in the company in 1984. But lawyers said Mr. Steinberg probably faced much more potential liability because, when he sued Disney during his takeover battle, he filed on behalf of all shareholders. When Disney offered to pay Mr. Steinberg a premium for his shares, the New York investor didn't demand the company also pay a premium to other shareholders.
sentence 2: the company would also pay a premium to other shareholders"
contradiction,"sentence 1: A: No, I don't either. B: Uh, I mean it's, you know it, A: I don't think it's going to change very much
sentence 2: it's going to change very much"
contradiction,"sentence 1: B: You never see them on nationally basketball. A: You know, that's true. I don't think I've ever seen them nationally on basketball.
sentence 2: he has seen them nationally on basketball"
entailment,"sentence 1: He left his own number, calling himself Alain - the name of her Malaysian-French ``business manager''. The next day Gina rang. She had obviously not noticed that it was her own number.
sentence 2: it was Gina's own number"
entailment,"sentence 1: Then they would awake, terrified and sweating, to find themselves in white starched linen, in a comfortable bed, in peaceful England. And all would be well. It may be said that although he survived it the siege nevertheless had a bad effect on the Collector.
sentence 2: the siege nevertheless had a bad effect on the Collector"
entailment,"sentence 1: Biddy was right. In London, I did some serious thinking. I could see that my character had not improved since I had heard about my expectations.
sentence 2: his character had not improved since he had heard about his expectations"
contradiction,"sentence 1: A: I suppose so. Let me push the button. B: All right. A: Okay, uh, I guess I'm supposed to be all for switching to the metric system, but, uh, I sense that it's not going to happen anytime soon. B: Yeah, I don't think it's going to happen either,
sentence 2: it's going to happen"
contradiction,"sentence 1: B: Because too often, there can be extremism that hurts from any direction, regardless of whatever you're arguing or concerned about. A: Yeah.  Right. Yeah, I know, you're right, they would lobby that and I see that, and that's why, you know, I'm like, okay, what's my role in this thing,, you know, what's my part, B: Yeah. A: because I don't think the system is going to get fixed.
sentence 2: the system is going to get fixed"
entailment,"sentence 1: Obeying his instruction, I proffered my hand, open palm upwards, towards the animal. The ratbird climbed on and began to preen its fur unconcernedly. Nobody will blame me if I say that in the circumstances I became very uneasy.
sentence 2: in the circumstances she became very uneasy"
entailment,"sentence 1: B: If, uh, you've some kid uh, who's from a broken family, the schools are supposed to fill that void. It's gotten way beyond uh, you know, teaching classes and maybe providing extracurricular sports activities or something like, oh, were kind of traditionally the school's roles. A: Yeah.  Yeah, it's interesting because, uh, we're just having conversation on this, uh, with a couple of people yesterday. And I was expressing my frustrations that, uh, so many problems, I work in a high school, are that kids don't have a degree of self-discipline which may be reflected in society at large. Uh, and you can't expect in a classroom for a particular course an hour a day to counteract, uh, sixteen or seventeen years of influence at home. B: Right. A: Um, and, it's seen more so because when you call parents up, many parents won't even recognize that there is a problem
sentence 2: there is a problem"
contradiction,"sentence 1: A: Well, got any problems on Mockingbird with crime or is that a crime free zone there? B: No, I don't think there is any such thing, as a crime free zone any longer.
sentence 2: there is some such thing as a crime free zone"
contradiction,"sentence 1: A: So, I don't know I'm looking for a good year. I guess we're always looking for a good year. B: So, obviously though, do you think they're going to do anything in the playoffs to make it to the Super Bowl this year or who do you like to do that this year? A: Uh, no I don't think the Cowboys have got a chance.
sentence 2: the Cowboys have got a chance"
entailment,"sentence 1: She hated to think of his sister lying in hospital waiting for her husband to come to her while all the time he was with Dana. She gripped her hands tightly together. Dana didn't know Berenice was in danger of losing her child.
sentence 2: Berenice was in danger of losing her child"
contradiction,"sentence 1: A: Well, actually, uh, A: I don't think I'm in the, uh, majority in Texas
sentence 2: she is in the majority in Texas"
entailment,"sentence 1: What had brought Gharr and Ten-huc and Pulvidon to the planet at the same time? Why were all of them so interested in why I was there? And if they somehow suspected that I was picking up something valuable why would any of them try to kill me before the pick-up?
sentence 2: she was picking up something valuable"
entailment,"sentence 1: Louise was equally anxious to see this man who had had the power to persuade her niece to go against her upbringing and character and behave so recklessly after such a brief acquaintance. Waiting in the airport she was suddenly aware of Nora striding towards her. She was impressed by how elegant she looked and could tell by her cousin's walk that Nora also felt that she was looking good.
sentence 2: that Nora also felt that she was looking good"
contradiction,"sentence 1: A: Now the part about where you said the apartment complex puts up signs that says no soliciting, I've even gone so far as to put that, I've got a storm door on the front of the house and I've put, in, I don't know how much clearer it can be, it's a red sign with silver letters saying no soliciting. I guess I should make another one that says religious or otherwise, cause I still get, B: Yeah, yeah, that's true, yeah. No I didn't go that far but, uh, yeah I probably could do the same thing, uh, you know, I don't have a storm door, but I'm sure I could rig up something. But you know I don't think that that would stop people.
sentence 2: a no soliciting sign would stop people"
entailment,"sentence 1: But there was little chance of discovering who had killed him without help. Kelly decided that she had to talk to Annie, even if there was a risk that she would tell her husband. Bill would have a fit if he knew his apprentice was turning supersleuth.
sentence 2: Bill's apprentice was turning supersleuth"
contradiction,"sentence 1: And I resent what happened to my flat. A couple of guys think they can stake it out and wait for me, rub their filthy fingers on my clothes, piss in my bathroom, and I'm supposed to ignore it. I know what I said about possessions being like leeches but that don't mean I 'll surrender them to a pair of punks.
sentence 2: he will surrender his possessions to a pair of punks"
entailment,"sentence 1: There was a group of curious onlookers... Marie felt her legs give way beneath her, she sat down on the edge of the pavement, feet in the gutter, doubled-up, sick and winded as if someone had punched her in the stomach. She lifted up her head and looked again. She had watched scenes like this so often in detective films and police series on television that she could hardly believe that this was real life.
sentence 2: this was real life"
contradiction,"sentence 1: Modify the arachnids, said the researchers. Change their bodies and conditions, and you could get fibres like glass, still monofilament, but with logarithmic progressions of possibilities of strength and flexibility, and the ability to resonate light-particles or sound-waves undistorted, scarcely weakened over thousands of miles. Who said the arachnids had to be totally organic?
sentence 2: arachnids had to be totally organic"
entailment,"sentence 1: The assassin's tone and bearing were completely confident. If he noticed that Zukov was now edging further to the side widening the arc of fire he did not appear to be troubled.
sentence 2: Zukov was edging further to the side"
entailment,"sentence 1: B: And she got kind of fearful of being on her own. She never really ate very well. It was one thing. She hardly ever took care of herself A: Yeah. B: and she didn't eat. She ate very poor so I think she was, you know, bad, uh, nutrition on top of it. And, uh, she got to the point she didn't want to alone anymore. So, A: So often I think though, elderly people don't realize that their diet is that bad.
sentence 2: elderly people's diet is that bad"
entailment,"sentence 1: A: Yes, um, I think that Plano has really done a fantastic job. I mean, at least their plans are good. Um, however, I was, maybe you saw in the paper this morning that, um, they've had some problems with, the recycling on plastic,
sentence 2: they've had some problem with the recycling on plastic"
contradiction,"sentence 1: A: And you also get a lot of, uh, juries are extremely, uh, and from what I hear, I have some friends who do expert witness testimony and they say that, uh, juries are extremely vulnerable to, uh, sort of emotional pitches, you know, the prosecutor will want to, oh, I don't know show the mugging victim, you know, show the nice person he was and what a family life, and basically get the jury to be very sympathetic with the victim, or, uh, if it's a corporation, that was, uh, you know, harming some individual or something like that, they get very much, well, you know, it's just a big faceless corporation. let's make them pay as much as possible. Things like that. B: Uh-huh. A: So, not, I mean, I'm, the problem is I can't guarantee that a judge would necessarily be much better than a jury, but I'd be real nervous having a jury not at least fully agree on what the settlements would be, things like that. B: Ri-,  I don't think the judge should just make the decision alone.
sentence 2: the judge should just make the decision alone"
entailment,"sentence 1: B: and, you know, they just love kittens. A: Yeah. B: They just are fascinated. A: Oh, yeah. B: So she doesn't know that this is a cat yet.
sentence 2: this is a cat"
neutral,"sentence 1: B: uh, but it's worked out for my family, to have my cake and eat it too, kind of thing. A: Yeah.  Yeah, that's a good deal. Where do you think this is going in the future, I mean, do you think things are going to change,
sentence 2: things are going to change"
contradiction,"sentence 1: A: uh I picked up a bunch of Craftsman tools from the forties that my wife's father owned when he was alive B: Uh-huh. A: and so I do have a band saw and a router and, uh, things like that out in the garage. But I can't say I use them very often.
sentence 2: he uses them very often"
contradiction,"sentence 1: 'Very well, I'll go. But I pick my own men, and if we ever have to fight, you obey my word.'' Jehan did not think that Sidacai was in any position to impose conditions but he sat back in his chair considering.
sentence 2: Sidacai was in a position to impose conditions"
entailment,"sentence 1: The lunch trade had mostly disappeared so he wasn't hard to spot. He was at a window table but he was ignoring the river, being deep in conversation with a middle-aged man wearing a suit and a short sheepskin car coat with matching brown suede shoes. Even from this distance you could guess the guy's tailor was based in Dublin.
sentence 2: the guy's tailor was based in Dublin"
